,Request id,Pickup point,Driver id,Status,Request timestamp,Drop timestamp,Request timestamp1,Request Hour,Request time slots,Supply Demand Status
1263,2691,Airport,131.0,Trip Completed,13-07-2016 00:44:02,13-07-2016 01:41:13,2016-07-13 00:44:02,0,Late Night,Supply
1264,4430,City,131.0,Trip Completed,14-07-2016 08:21:08,14-07-2016 08:58:13,2016-07-14 08:21:08,8,Morning,Supply
1265,4779,City,131.0,Trip Completed,14-07-2016 16:31:49,14-07-2016 16:59:30,2016-07-14 16:31:49,16,Noon,Supply
1266,5097,City,131.0,Trip Completed,14-07-2016 19:52:18,14-07-2016 20:49:31,2016-07-14 19:52:18,19,Late Evening,Supply
1267,405,City,132.0,Trip Completed,11/7/2016 8:29,11/7/2016 9:35,2016-07-11 08:29:00,8,Morning,Supply
1268,585,City,132.0,Trip Completed,11/7/2016 11:16,11/7/2016 11:57,2016-07-11 11:16:00,11,Morning,Supply
1269,729,Airport,132.0,Trip Completed,11/7/2016 15:14,11/7/2016 15:50,2016-07-11 15:14:00,15,Noon,Supply
1270,1046,Airport,132.0,Trip Completed,11/7/2016 19:31,11/7/2016 20:12,2016-07-11 19:31:00,19,Late Evening,Supply
1271,1663,Airport,132.0,Trip Completed,12/7/2016 7:33,12/7/2016 8:21,2016-07-12 07:33:00,7,Morning,Supply
1272,4027,City,132.0,Trip Completed,13-07-2016 00:07:58,13-07-2016 01:25:16,2016-07-13 00:07:58,0,Late Night,Supply
1273,2876,City,132.0,Trip Completed,13-07-2016 05:49:57,13-07-2016 06:27:39,2016-07-13 05:49:57,5,Late Night,Supply
1274,3767,Airport,132.0,Trip Completed,13-07-2016 20:35:07,13-07-2016 21:09:11,2016-07-13 20:35:07,20,Late Evening,Supply
1275,5948,City,132.0,Trip Completed,15-07-2016 10:36:47,15-07-2016 11:36:14,2016-07-15 10:36:47,10,Morning,Supply
1276,6027,Airport,132.0,Trip Completed,15-07-2016 12:46:48,15-07-2016 13:36:00,2016-07-15 12:46:48,12,Noon,Supply
1277,701,City,133.0,Trip Completed,11/7/2016 14:01,11/7/2016 15:00,2016-07-11 14:01:00,14,Noon,Supply
1278,1529,City,133.0,Trip Completed,12/7/2016 5:56,12/7/2016 6:49,2016-07-12 05:56:00,5,Late Night,Supply
1279,2060,Airport,133.0,Trip Completed,12/7/2016 15:04,12/7/2016 15:37,2016-07-12 15:04:00,15,Noon,Supply
1280,2262,City,133.0,Trip Completed,12/7/2016 18:30,12/7/2016 18:59,2016-07-12 18:30:00,18,Late Evening,Supply
1281,4425,City,133.0,Trip Completed,14-07-2016 08:24:55,14-07-2016 08:58:52,2016-07-14 08:24:55,8,Morning,Supply
1282,4710,City,133.0,Trip Completed,14-07-2016 13:26:42,14-07-2016 13:58:09,2016-07-14 13:26:42,13,Noon,Supply
1283,5732,Airport,133.0,Trip Completed,15-07-2016 07:47:52,15-07-2016 08:21:15,2016-07-15 07:47:52,7,Morning,Supply
1284,142,City,134.0,Trip Completed,11/7/2016 5:25,11/7/2016 6:19,2016-07-11 05:25:00,5,Late Night,Supply
1285,430,City,134.0,Trip Completed,11/7/2016 8:49,11/7/2016 9:47,2016-07-11 08:49:00,8,Morning,Supply
1286,612,Airport,134.0,Trip Completed,11/7/2016 11:47,11/7/2016 12:37,2016-07-11 11:47:00,11,Morning,Supply
1287,927,Airport,134.0,Trip Completed,11/7/2016 18:22,11/7/2016 18:59,2016-07-11 18:22:00,18,Late Evening,Supply
1288,1010,City,134.0,Trip Completed,11/7/2016 19:14,11/7/2016 20:09,2016-07-11 19:14:00,19,Late Evening,Supply
1289,1845,Airport,134.0,Trip Completed,12/7/2016 9:41,12/7/2016 10:52,2016-07-12 09:41:00,9,Morning,Supply
1290,2234,Airport,134.0,Trip Completed,12/7/2016 18:19,12/7/2016 19:03,2016-07-12 18:19:00,18,Late Evening,Supply
1291,2633,Airport,134.0,Trip Completed,12/7/2016 22:18,12/7/2016 23:06,2016-07-12 22:18:00,22,Late Evening,Supply
1292,4012,Airport,134.0,Trip Completed,13-07-2016 23:54:19,14-07-2016 00:37:22,2016-07-13 23:54:19,23,Late Evening,Supply
1293,5039,City,134.0,Trip Completed,14-07-2016 19:20:34,14-07-2016 19:53:53,2016-07-14 19:20:34,19,Late Evening,Supply
1294,6760,Airport,134.0,Trip Completed,15-07-2016 00:03:52,15-07-2016 00:47:44,2016-07-15 00:03:52,0,Late Night,Supply
1295,5681,City,134.0,Trip Completed,15-07-2016 07:17:21,15-07-2016 07:48:28,2016-07-15 07:17:21,7,Morning,Supply
1296,6253,Airport,134.0,Trip Completed,15-07-2016 18:01:55,15-07-2016 18:57:17,2016-07-15 18:01:55,18,Late Evening,Supply
1297,6558,Airport,134.0,Trip Completed,15-07-2016 21:05:27,15-07-2016 22:05:47,2016-07-15 21:05:27,21,Late Evening,Supply
1298,565,City,135.0,Trip Completed,11/7/2016 10:19,11/7/2016 11:26,2016-07-11 10:19:00,10,Morning,Supply
1299,599,Airport,135.0,Trip Completed,11/7/2016 11:38,11/7/2016 12:45,2016-07-11 11:38:00,11,Morning,Supply
1300,1772,Airport,135.0,Trip Completed,12/7/2016 8:54,12/7/2016 9:32,2016-07-12 08:54:00,8,Morning,Supply
1301,3357,Airport,135.0,Trip Completed,13-07-2016 13:27:44,13-07-2016 14:15:43,2016-07-13 13:27:44,13,Noon,Supply
1302,4408,City,135.0,Trip Completed,14-07-2016 08:02:46,14-07-2016 08:40:21,2016-07-14 08:02:46,8,Morning,Supply
1303,1363,Airport,136.0,Trip Completed,11/7/2016 0:00,11/7/2016 1:11,2016-07-11 00:00:00,0,Late Night,Supply
1304,625,Airport,136.0,Trip Completed,11/7/2016 12:05,11/7/2016 13:15,2016-07-11 12:05:00,12,Noon,Supply
1305,1636,Airport,136.0,Trip Completed,12/7/2016 7:17,12/7/2016 7:47,2016-07-12 07:17:00,7,Morning,Supply
1306,2253,Airport,136.0,Trip Completed,12/7/2016 18:22,12/7/2016 19:31,2016-07-12 18:22:00,18,Late Evening,Supply
1307,3471,Airport,136.0,Trip Completed,13-07-2016 17:13:14,13-07-2016 18:22:53,2016-07-13 17:13:14,17,Noon,Supply
1308,4402,City,136.0,Trip Completed,14-07-2016 08:04:44,14-07-2016 09:10:17,2016-07-14 08:04:44,8,Morning,Supply
1309,458,Airport,137.0,Trip Completed,11/7/2016 9:12,11/7/2016 10:24,2016-07-11 09:12:00,9,Morning,Supply
1310,681,City,137.0,Trip Completed,11/7/2016 13:32,11/7/2016 14:18,2016-07-11 13:32:00,13,Noon,Supply
1311,1084,Airport,137.0,Trip Completed,11/7/2016 19:59,11/7/2016 20:33,2016-07-11 19:59:00,19,Late Evening,Supply
1312,1896,Airport,137.0,Trip Completed,12/7/2016 10:23,12/7/2016 11:25,2016-07-12 10:23:00,10,Morning,Supply
1313,3132,Airport,137.0,Trip Completed,13-07-2016 08:43:36,13-07-2016 09:54:19,2016-07-13 08:43:36,8,Morning,Supply
1314,3940,City,137.0,Trip Completed,13-07-2016 22:23:42,13-07-2016 23:09:05,2016-07-13 22:23:42,22,Late Evening,Supply
1315,4943,Airport,137.0,Trip Completed,14-07-2016 18:27:08,14-07-2016 19:22:11,2016-07-14 18:27:08,18,Late Evening,Supply
1316,5537,Airport,137.0,Trip Completed,15-07-2016 05:28:13,15-07-2016 05:55:18,2016-07-15 05:28:13,5,Late Night,Supply
1317,6310,City,137.0,Trip Completed,15-07-2016 18:25:32,15-07-2016 19:01:48,2016-07-15 18:25:32,18,Late Evening,Supply
1318,6587,Airport,137.0,Trip Completed,15-07-2016 21:24:21,15-07-2016 22:03:39,2016-07-15 21:24:21,21,Late Evening,Supply
1319,6756,City,137.0,Trip Completed,15-07-2016 23:57:25,16-07-2016 00:51:09,2016-07-15 23:57:25,23,Late Evening,Supply
1320,97,City,138.0,Trip Completed,11/7/2016 5:01,11/7/2016 5:39,2016-07-11 05:01:00,5,Late Night,Supply
1321,1266,Airport,138.0,Trip Completed,11/7/2016 22:00,11/7/2016 22:55,2016-07-11 22:00:00,22,Late Evening,Supply
1322,2118,Airport,138.0,Trip Completed,12/7/2016 16:41,12/7/2016 17:49,2016-07-12 16:41:00,16,Noon,Supply
1323,2906,Airport,138.0,Trip Completed,13-07-2016 06:09:40,13-07-2016 07:16:02,2016-07-13 06:09:40,6,Morning,Supply
1324,3432,Airport,138.0,Trip Completed,13-07-2016 16:07:50,13-07-2016 17:02:17,2016-07-13 16:07:50,16,Noon,Supply
1325,5921,City,138.0,Trip Completed,15-07-2016 10:04:07,15-07-2016 10:42:07,2016-07-15 10:04:07,10,Morning,Supply
1326,6192,Airport,138.0,Trip Completed,15-07-2016 17:12:21,15-07-2016 18:20:41,2016-07-15 17:12:21,17,Noon,Supply
1327,6705,Airport,138.0,Trip Completed,15-07-2016 22:57:10,16-07-2016 00:09:36,2016-07-15 22:57:10,22,Late Evening,Supply
1328,242,Airport,139.0,Trip Completed,11/7/2016 6:31,11/7/2016 7:21,2016-07-11 06:31:00,6,Morning,Supply
1329,1359,City,139.0,Trip Completed,11/7/2016 23:51,12/7/2016 0:50,2016-07-11 23:51:00,23,Late Evening,Supply
1330,1865,Airport,139.0,Trip Completed,12/7/2016 9:50,12/7/2016 10:58,2016-07-12 09:50:00,9,Morning,Supply
1331,2024,Airport,139.0,Trip Completed,12/7/2016 13:55,12/7/2016 14:32,2016-07-12 13:55:00,13,Noon,Supply
1332,2768,Airport,139.0,Trip Completed,13-07-2016 04:17:53,13-07-2016 04:45:45,2016-07-13 04:17:53,4,Late Night,Supply
1333,3067,City,139.0,Trip Completed,13-07-2016 07:59:39,13-07-2016 09:01:06,2016-07-13 07:59:39,7,Morning,Supply
1334,3316,Airport,139.0,Trip Completed,13-07-2016 12:02:32,13-07-2016 13:02:04,2016-07-13 12:02:32,12,Noon,Supply
1335,4084,Airport,139.0,Trip Completed,14-07-2016 02:44:19,14-07-2016 03:44:02,2016-07-14 02:44:19,2,Late Night,Supply
1336,4858,City,139.0,Trip Completed,14-07-2016 17:33:22,14-07-2016 18:12:23,2016-07-14 17:33:22,17,Noon,Supply
1337,5566,Airport,139.0,Trip Completed,15-07-2016 05:43:35,15-07-2016 06:59:52,2016-07-15 05:43:35,5,Late Night,Supply
1338,6384,Airport,139.0,Trip Completed,15-07-2016 19:21:28,15-07-2016 20:26:09,2016-07-15 19:21:28,19,Late Evening,Supply
1339,2001,Airport,140.0,Trip Completed,12/7/2016 13:01,12/7/2016 14:00,2016-07-12 13:01:00,13,Noon,Supply
1340,3483,City,140.0,Trip Completed,13-07-2016 17:23:24,13-07-2016 18:36:41,2016-07-13 17:23:24,17,Noon,Supply
1341,3990,Airport,140.0,Trip Completed,13-07-2016 23:20:17,13-07-2016 23:50:57,2016-07-13 23:20:17,23,Late Evening,Supply
1342,4531,City,140.0,Trip Completed,14-07-2016 09:29:03,14-07-2016 10:30:52,2016-07-14 09:29:03,9,Morning,Supply
1343,5518,City,140.0,Trip Completed,15-07-2016 05:15:31,15-07-2016 06:16:58,2016-07-15 05:15:31,5,Late Night,Supply
1344,5869,City,140.0,Trip Completed,15-07-2016 09:22:44,15-07-2016 10:11:52,2016-07-15 09:22:44,9,Morning,Supply
1345,60,City,141.0,Trip Completed,11/7/2016 3:57,11/7/2016 4:46,2016-07-11 03:57:00,3,Late Night,Supply
1346,282,City,141.0,Trip Completed,11/7/2016 6:56,11/7/2016 8:11,2016-07-11 06:56:00,6,Morning,Supply
1347,1614,Airport,141.0,Trip Completed,12/7/2016 6:55,12/7/2016 7:30,2016-07-12 06:55:00,6,Morning,Supply
1348,2331,Airport,141.0,Trip Completed,12/7/2016 19:13,12/7/2016 20:28,2016-07-12 19:13:00,19,Late Evening,Supply
1349,2825,Airport,141.0,Trip Completed,13-07-2016 05:14:11,13-07-2016 05:51:59,2016-07-13 05:14:11,5,Late Night,Supply
1350,3411,Airport,141.0,Trip Completed,13-07-2016 15:28:43,13-07-2016 16:36:40,2016-07-13 15:28:43,15,Noon,Supply
1351,4143,Airport,141.0,Trip Completed,14-07-2016 04:51:04,14-07-2016 05:40:46,2016-07-14 04:51:04,4,Late Night,Supply
1352,4637,City,141.0,Trip Completed,14-07-2016 11:29:06,14-07-2016 12:16:28,2016-07-14 11:29:06,11,Morning,Supply
1353,4729,Airport,141.0,Trip Completed,14-07-2016 14:04:28,14-07-2016 15:11:08,2016-07-14 14:04:28,14,Noon,Supply
1354,5318,Airport,141.0,Trip Completed,14-07-2016 22:08:44,14-07-2016 22:58:08,2016-07-14 22:08:44,22,Late Evening,Supply
1355,6619,City,141.0,Trip Completed,15-07-2016 21:52:30,15-07-2016 22:46:08,2016-07-15 21:52:30,21,Late Evening,Supply
1356,444,Airport,142.0,Trip Completed,11/7/2016 9:09,11/7/2016 9:52,2016-07-11 09:09:00,9,Morning,Supply
1357,1260,Airport,142.0,Trip Completed,11/7/2016 21:59,11/7/2016 23:10,2016-07-11 21:59:00,21,Late Evening,Supply
1358,1976,Airport,142.0,Trip Completed,12/7/2016 12:18,12/7/2016 13:30,2016-07-12 12:18:00,12,Noon,Supply
1359,2096,Airport,142.0,Trip Completed,12/7/2016 16:01,12/7/2016 17:04,2016-07-12 16:01:00,16,Noon,Supply
1360,2732,City,142.0,Trip Completed,13-07-2016 02:33:50,13-07-2016 03:38:59,2016-07-13 02:33:50,2,Late Night,Supply
1361,5383,City,142.0,Trip Completed,14-07-2016 00:03:46,14-07-2016 00:34:07,2016-07-14 00:03:46,0,Late Night,Supply
1362,4156,City,142.0,Trip Completed,14-07-2016 05:07:48,14-07-2016 06:06:59,2016-07-14 05:07:48,5,Late Night,Supply
1363,4761,City,142.0,Trip Completed,14-07-2016 15:31:28,14-07-2016 15:52:43,2016-07-14 15:31:28,15,Noon,Supply
1364,6446,Airport,142.0,Trip Completed,15-07-2016 20:02:19,15-07-2016 20:53:07,2016-07-15 20:02:19,20,Late Evening,Supply
1365,6610,City,142.0,Trip Completed,15-07-2016 21:49:16,15-07-2016 23:01:42,2016-07-15 21:49:16,21,Late Evening,Supply
1366,638,City,143.0,Trip Completed,11/7/2016 12:30,11/7/2016 13:14,2016-07-11 12:30:00,12,Noon,Supply
1367,1644,Airport,143.0,Trip Completed,12/7/2016 7:16,12/7/2016 7:58,2016-07-12 07:16:00,7,Morning,Supply
1368,2040,Airport,143.0,Trip Completed,12/7/2016 14:25,12/7/2016 14:57,2016-07-12 14:25:00,14,Noon,Supply
1369,2794,City,143.0,Trip Completed,13-07-2016 04:55:18,13-07-2016 06:01:54,2016-07-13 04:55:18,4,Late Night,Supply
1370,3172,Airport,143.0,Trip Completed,13-07-2016 09:13:30,13-07-2016 10:24:06,2016-07-13 09:13:30,9,Morning,Supply
1371,6559,Airport,143.0,Trip Completed,15-07-2016 21:00:38,15-07-2016 21:58:22,2016-07-15 21:00:38,21,Late Evening,Supply
1372,243,City,144.0,Trip Completed,11/7/2016 6:34,11/7/2016 7:09,2016-07-11 06:34:00,6,Morning,Supply
1373,296,Airport,144.0,Trip Completed,11/7/2016 7:12,11/7/2016 7:54,2016-07-11 07:12:00,7,Morning,Supply
1374,677,City,144.0,Trip Completed,11/7/2016 13:26,11/7/2016 13:58,2016-07-11 13:26:00,13,Noon,Supply
1375,1360,City,144.0,Trip Completed,11/7/2016 23:54,12/7/2016 1:09,2016-07-11 23:54:00,23,Late Evening,Supply
1376,1916,Airport,144.0,Trip Completed,12/7/2016 10:43,12/7/2016 11:11,2016-07-12 10:43:00,10,Morning,Supply
1377,2397,City,144.0,Trip Completed,12/7/2016 19:45,12/7/2016 20:19,2016-07-12 19:45:00,19,Late Evening,Supply
1378,3624,Airport,144.0,Trip Completed,13-07-2016 18:52:47,13-07-2016 19:54:38,2016-07-13 18:52:47,18,Late Evening,Supply
1379,4799,City,144.0,Trip Completed,14-07-2016 16:56:18,14-07-2016 17:48:47,2016-07-14 16:56:18,16,Noon,Supply
1380,5241,City,144.0,Trip Completed,14-07-2016 21:13:16,14-07-2016 21:42:26,2016-07-14 21:13:16,21,Late Evening,Supply
1381,6380,Airport,144.0,Trip Completed,15-07-2016 19:19:21,15-07-2016 20:25:19,2016-07-15 19:19:21,19,Late Evening,Supply
1382,998,Airport,145.0,Trip Completed,11/7/2016 19:01,11/7/2016 19:48,2016-07-11 19:01:00,19,Late Evening,Supply
1383,1281,Airport,145.0,Trip Completed,11/7/2016 22:12,11/7/2016 22:51,2016-07-11 22:12:00,22,Late Evening,Supply
1384,2045,Airport,145.0,Trip Completed,12/7/2016 14:43,12/7/2016 15:06,2016-07-12 14:43:00,14,Noon,Supply
1385,2424,City,145.0,Trip Completed,12/7/2016 20:03,12/7/2016 21:04,2016-07-12 20:03:00,20,Late Evening,Supply
1386,3162,Airport,145.0,Trip Completed,13-07-2016 09:11:48,13-07-2016 09:38:07,2016-07-13 09:11:48,9,Morning,Supply
1387,3222,City,145.0,Trip Completed,13-07-2016 09:51:05,13-07-2016 10:54:06,2016-07-13 09:51:05,9,Morning,Supply
1388,4098,City,145.0,Trip Completed,14-07-2016 03:11:51,14-07-2016 03:59:55,2016-07-14 03:11:51,3,Late Night,Supply
1389,4905,Airport,145.0,Trip Completed,14-07-2016 18:00:53,14-07-2016 18:41:20,2016-07-14 18:00:53,18,Late Evening,Supply
1390,5622,Airport,145.0,Trip Completed,15-07-2016 06:27:02,15-07-2016 07:38:28,2016-07-15 06:27:02,6,Morning,Supply
1391,318,City,146.0,Trip Completed,11/7/2016 7:28,11/7/2016 8:43,2016-07-11 07:28:00,7,Morning,Supply
1392,557,City,146.0,Trip Completed,11/7/2016 10:15,11/7/2016 11:10,2016-07-11 10:15:00,10,Morning,Supply
1393,2034,Airport,146.0,Trip Completed,12/7/2016 14:16,12/7/2016 15:20,2016-07-12 14:16:00,14,Noon,Supply
1394,2392,City,146.0,Trip Completed,12/7/2016 19:50,12/7/2016 21:04,2016-07-12 19:50:00,19,Late Evening,Supply
1395,4542,Airport,146.0,Trip Completed,14-07-2016 09:40:19,14-07-2016 10:08:27,2016-07-14 09:40:19,9,Morning,Supply
1396,5500,City,146.0,Trip Completed,15-07-2016 05:00:18,15-07-2016 06:04:42,2016-07-15 05:00:18,5,Late Night,Supply
1397,6382,Airport,146.0,Trip Completed,15-07-2016 19:15:16,15-07-2016 20:28:29,2016-07-15 19:15:16,19,Late Evening,Supply
1398,6575,City,146.0,Trip Completed,15-07-2016 21:18:53,15-07-2016 21:58:24,2016-07-15 21:18:53,21,Late Evening,Supply
1399,1827,Airport,147.0,Trip Completed,12/7/2016 9:35,12/7/2016 10:24,2016-07-12 09:35:00,9,Morning,Supply
1400,2095,City,147.0,Trip Completed,12/7/2016 15:56,12/7/2016 16:43,2016-07-12 15:56:00,15,Noon,Supply
1401,3092,Airport,147.0,Trip Completed,13-07-2016 08:15:35,13-07-2016 08:50:48,2016-07-13 08:15:35,8,Morning,Supply
1402,4813,City,147.0,Trip Completed,14-07-2016 17:17:11,14-07-2016 18:18:41,2016-07-14 17:17:11,17,Noon,Supply
1403,5164,City,147.0,Trip Completed,14-07-2016 20:25:24,14-07-2016 20:54:03,2016-07-14 20:25:24,20,Late Evening,Supply
1404,6702,City,147.0,Trip Completed,15-07-2016 22:47:49,15-07-2016 23:27:26,2016-07-15 22:47:49,22,Late Evening,Supply
1405,429,City,148.0,Trip Completed,11/7/2016 8:54,11/7/2016 9:47,2016-07-11 08:54:00,8,Morning,Supply
1406,2681,Airport,148.0,Trip Completed,12/7/2016 0:10,12/7/2016 1:06,2016-07-12 00:10:00,0,Late Night,Supply
1407,3160,City,148.0,Trip Completed,13-07-2016 09:11:21,13-07-2016 09:35:55,2016-07-13 09:11:21,9,Morning,Supply
1408,3400,City,148.0,Trip Completed,13-07-2016 15:04:14,13-07-2016 16:09:31,2016-07-13 15:04:14,15,Noon,Supply
1409,3889,Airport,148.0,Trip Completed,13-07-2016 21:53:41,13-07-2016 22:32:43,2016-07-13 21:53:41,21,Late Evening,Supply
1410,4151,City,148.0,Trip Completed,14-07-2016 04:58:39,14-07-2016 06:08:38,2016-07-14 04:58:39,4,Late Night,Supply
1411,4738,Airport,148.0,Trip Completed,14-07-2016 14:44:09,14-07-2016 15:58:17,2016-07-14 14:44:09,14,Noon,Supply
1412,4963,Airport,148.0,Trip Completed,14-07-2016 18:35:15,14-07-2016 19:50:38,2016-07-14 18:35:15,18,Late Evening,Supply
1413,311,Airport,149.0,Trip Completed,11/7/2016 7:27,11/7/2016 8:08,2016-07-11 07:27:00,7,Morning,Supply
1414,928,City,149.0,Trip Completed,11/7/2016 18:29,11/7/2016 19:15,2016-07-11 18:29:00,18,Late Evening,Supply
1415,1468,City,149.0,Trip Completed,12/7/2016 5:09,12/7/2016 6:06,2016-07-12 05:09:00,5,Late Night,Supply
1416,2677,City,149.0,Trip Completed,12/7/2016 23:54,13-07-2016 00:31:24,2016-07-12 23:54:00,23,Late Evening,Supply
1417,2916,City,149.0,Trip Completed,13-07-2016 06:12:41,13-07-2016 07:23:57,2016-07-13 06:12:41,6,Morning,Supply
1418,4663,City,149.0,Trip Completed,14-07-2016 12:16:57,14-07-2016 12:59:56,2016-07-14 12:16:57,12,Noon,Supply
1419,6741,City,149.0,Trip Completed,15-07-2016 23:42:11,16-07-2016 00:09:09,2016-07-15 23:42:11,23,Late Evening,Supply
1420,48,City,150.0,Trip Completed,11/7/2016 3:14,11/7/2016 4:19,2016-07-11 03:14:00,3,Late Night,Supply
1421,838,City,150.0,Trip Completed,11/7/2016 17:43,11/7/2016 18:41,2016-07-11 17:43:00,17,Noon,Supply
1422,1657,Airport,150.0,Trip Completed,12/7/2016 7:29,12/7/2016 8:12,2016-07-12 07:29:00,7,Morning,Supply
1423,2032,Airport,150.0,Trip Completed,12/7/2016 14:14,12/7/2016 15:20,2016-07-12 14:14:00,14,Noon,Supply
1424,3507,City,150.0,Trip Completed,13-07-2016 17:38:09,13-07-2016 18:21:38,2016-07-13 17:38:09,17,Noon,Supply
1425,3780,City,150.0,Trip Completed,13-07-2016 20:45:38,13-07-2016 21:27:07,2016-07-13 20:45:38,20,Late Evening,Supply
1426,6180,City,150.0,Trip Completed,15-07-2016 17:02:22,15-07-2016 17:48:25,2016-07-15 17:02:22,17,Noon,Supply
1427,6615,City,150.0,Trip Completed,15-07-2016 21:46:01,15-07-2016 22:22:19,2016-07-15 21:46:01,21,Late Evening,Supply
1428,797,City,151.0,Trip Completed,11/7/2016 17:16,11/7/2016 18:12,2016-07-11 17:16:00,17,Noon,Supply
1429,1564,City,151.0,Trip Completed,12/7/2016 6:18,12/7/2016 7:14,2016-07-12 06:18:00,6,Morning,Supply
1430,2075,City,151.0,Trip Completed,12/7/2016 15:31,12/7/2016 16:47,2016-07-12 15:31:00,15,Noon,Supply
1431,2822,City,151.0,Trip Completed,13-07-2016 05:14:57,13-07-2016 05:50:39,2016-07-13 05:14:57,5,Late Night,Supply
1432,3387,City,151.0,Trip Completed,13-07-2016 14:36:48,13-07-2016 15:22:23,2016-07-13 14:36:48,14,Noon,Supply
1433,4315,City,151.0,Trip Completed,14-07-2016 06:46:52,14-07-2016 07:33:32,2016-07-14 06:46:52,6,Morning,Supply
1434,5549,Airport,151.0,Trip Completed,15-07-2016 05:29:41,15-07-2016 06:15:39,2016-07-15 05:29:41,5,Late Night,Supply
1435,6284,City,151.0,Trip Completed,15-07-2016 18:18:32,15-07-2016 19:10:07,2016-07-15 18:18:32,18,Late Evening,Supply
1436,6403,Airport,151.0,Trip Completed,15-07-2016 19:25:57,15-07-2016 20:15:49,2016-07-15 19:25:57,19,Late Evening,Supply
1437,6684,Airport,151.0,Trip Completed,15-07-2016 22:34:04,15-07-2016 23:27:31,2016-07-15 22:34:04,22,Late Evening,Supply
1438,451,City,152.0,Trip Completed,11/7/2016 9:10,11/7/2016 10:10,2016-07-11 09:10:00,9,Morning,Supply
1439,588,City,152.0,Trip Completed,11/7/2016 11:20,11/7/2016 11:53,2016-07-11 11:20:00,11,Morning,Supply
1440,671,Airport,152.0,Trip Completed,11/7/2016 13:16,11/7/2016 14:08,2016-07-11 13:16:00,13,Noon,Supply
1441,1369,Airport,152.0,Trip Completed,12/7/2016 0:15,12/7/2016 0:53,2016-07-12 00:15:00,0,Late Night,Supply
1442,1688,City,152.0,Trip Completed,12/7/2016 7:51,12/7/2016 8:21,2016-07-12 07:51:00,7,Morning,Supply
1443,2861,City,152.0,Trip Completed,13-07-2016 05:38:59,13-07-2016 06:49:02,2016-07-13 05:38:59,5,Late Night,Supply
1444,3354,City,152.0,Trip Completed,13-07-2016 13:25:02,13-07-2016 14:39:48,2016-07-13 13:25:02,13,Noon,Supply
1445,5141,Airport,152.0,Trip Completed,14-07-2016 20:15:33,14-07-2016 21:00:35,2016-07-14 20:15:33,20,Late Evening,Supply
1446,5460,Airport,152.0,Trip Completed,15-07-2016 04:06:50,15-07-2016 04:52:36,2016-07-15 04:06:50,4,Late Night,Supply
1447,5904,City,152.0,Trip Completed,15-07-2016 10:00:46,15-07-2016 10:34:28,2016-07-15 10:00:46,10,Morning,Supply
1448,5973,Airport,152.0,Trip Completed,15-07-2016 11:10:28,15-07-2016 12:12:23,2016-07-15 11:10:28,11,Morning,Supply
1449,704,Airport,153.0,Trip Completed,11/7/2016 14:12,11/7/2016 15:06,2016-07-11 14:12:00,14,Noon,Supply
1450,785,City,153.0,Trip Completed,11/7/2016 16:49,11/7/2016 17:24,2016-07-11 16:49:00,16,Noon,Supply
1451,2631,Airport,153.0,Trip Completed,12/7/2016 22:18,12/7/2016 23:07,2016-07-12 22:18:00,22,Late Evening,Supply
1452,2911,Airport,153.0,Trip Completed,13-07-2016 06:09:39,13-07-2016 06:59:42,2016-07-13 06:09:39,6,Morning,Supply
1453,3360,Airport,153.0,Trip Completed,13-07-2016 13:37:08,13-07-2016 14:20:54,2016-07-13 13:37:08,13,Noon,Supply
1454,3667,Airport,153.0,Trip Completed,13-07-2016 19:23:18,13-07-2016 20:11:22,2016-07-13 19:23:18,19,Late Evening,Supply
1455,4624,Airport,153.0,Trip Completed,14-07-2016 11:05:37,14-07-2016 11:53:49,2016-07-14 11:05:37,11,Morning,Supply
1456,604,City,154.0,Trip Completed,11/7/2016 11:44,11/7/2016 12:49,2016-07-11 11:44:00,11,Morning,Supply
1457,1464,Airport,154.0,Trip Completed,12/7/2016 5:03,12/7/2016 6:03,2016-07-12 05:03:00,5,Late Night,Supply
1458,1810,City,154.0,Trip Completed,12/7/2016 9:18,12/7/2016 9:54,2016-07-12 09:18:00,9,Morning,Supply
1459,2009,City,154.0,Trip Completed,12/7/2016 13:25,12/7/2016 14:33,2016-07-12 13:25:00,13,Noon,Supply
1460,2166,City,154.0,Trip Completed,12/7/2016 17:30,12/7/2016 18:35,2016-07-12 17:30:00,17,Noon,Supply
1461,5379,City,154.0,Trip Completed,14-07-2016 23:51:31,15-07-2016 01:04:40,2016-07-14 23:51:31,23,Late Evening,Supply
1462,1367,City,155.0,Trip Completed,11/7/2016 0:05,11/7/2016 1:06,2016-07-11 00:05:00,0,Late Night,Supply
1463,447,City,155.0,Trip Completed,11/7/2016 9:07,11/7/2016 9:57,2016-07-11 09:07:00,9,Morning,Supply
1464,1682,City,155.0,Trip Completed,12/7/2016 7:47,12/7/2016 8:38,2016-07-12 07:47:00,7,Morning,Supply
1465,2043,Airport,155.0,Trip Completed,12/7/2016 14:30,12/7/2016 15:21,2016-07-12 14:30:00,14,Noon,Supply
1466,2796,Airport,155.0,Trip Completed,13-07-2016 04:49:07,13-07-2016 05:29:40,2016-07-13 04:49:07,4,Late Night,Supply
1467,3945,City,155.0,Trip Completed,13-07-2016 22:33:31,13-07-2016 23:16:43,2016-07-13 22:33:31,22,Late Evening,Supply
